0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-0.09726278,-0.05436115,-0.025984023,0.18142712,0.05349716,0.0010384172,-0.02042619,0.042971753,-0.1164317,0.07505299,-0.0137392385,-0.034738153,-0.039336774,0.003918793,0.076348856,0.016472941,0.009984406,-0.0743979,0.095079154,0.0029566754,-0.06957652,-0.16385196,-0.07481317,-0.07779333,0.14633137,-0.015622496,0.07388481,-0.004363514,0.06762835,-0.0714923,0.07731544,-0.12975387,0.011061196,0.013762729,-0.09821138,-0.05017238,0.04240279,0.08915764,0.024393683,-0.0061253207,-0.08312307,0.053236023,0.13235894,-0.04662316,0.05339754,-0.08947053,-0.13799006,0.0593352,0.06667918,-0.053711265
0.059938382,-0.16974199,0.16137986,0.17618865,0.12377415,0.013156296,-0.020275865,0.036823772,0.0068265554,0.04507375,0.056203417,0.09483054,0.06422414,-0.048660606,0.051025894,-0.058581684,0.027594902,-0.113066606,-0.06716041,-0.034317695,0.00988859,0.10563063,0.10146915,-0.0737225,0.0013905847,0.016304905,-0.059574556,0.08045356,-0.07260018,-0.03666795,-0.011386003,-0.028374907,0.04836444,-0.012336535,0.08211062,-0.10251187,0.0049917093,-0.035562176,-0.045311626,-0.099006996,0.046540547,0.006943215,-0.026893167,-0.055569984,0.08409208,0.036440667,-0.120140254,-0.029722802,-0.0069479,0.11104325
-0.050483793,-0.011879245,-0.011174026,0.097822286,0.07486075,0.015633231,0.049795218,-0.034738835,0.15164885,-0.15944347,0.00023434793,0.061173216,0.0228467,0.07145405,-0.0004540351,-0.027991893,-0.050975785,-0.060958374,-0.027046826,0.022304593,0.20337725,0.0044192034,0.012784598,-0.077890314,-0.07489419,0.09032784,-0.07372139,-0.04710121,0.009691798,-0.035021003,-0.026790027,0.012629139,0.009408674,-0.013928397,-0.014215838,0.00717074,-0.05869787,0.012035282,-0.04824796,0.023431703,0.0071796756,0.16532403,0.070028886,0.024255764,0.14762269,-0.009320338,-0.08595649,0.049003735,-0.06470914,-0.022050463
0.071113184,-0.16298833,0.054427244,-0.029960975,-0.09321892,0.042797126,-0.0026133219,0.04692466,-0.052458975,-0.12310969,0.0788336,-0.051059067,-0.00052123447,0.12155804,0.04951641,0.07198398,-0.019616786,0.06999401,0.007876749,0.07719659,0.09465175,0.08057495,0.1106079,-0.06961978,-0.034962058,-0.05038077,0.043989625,-0.007346482,0.1203254,-0.07130382,0.115835704,0.13699579,-0.0035348826,0.17315777,0.06814025,-0.048312005,-0.026118482,-0.00044103822,0.034132406,0.041109476,-0.012226802,0.01706177,-0.05956904,-0.15937753,-0.07123714,-0.09119252,-0.006893559,0.042275157,0.07132387,-0.086314045
0.24578099,-0.0026207725,-0.025892187,0.0019444432,-0.061904974,0.018452972,0.05018593,-0.014935185,-0.07705525,0.112445794,-0.07542311,0.032278858,-0.12290138,-0.08052502,-0.026637062,-0.07981408,0.031599186,-0.0021449744,0.062406536,0.0022863478,-0.03956661,0.010339554,0.09073123,-0.09662225,-0.08334257,0.054337364,0.074609764,0.04121626,0.043628156,0.021825837,0.010326559,-0.019365363,-0.004783515,-0.0652773,0.07609412,-0.02128672,0.012254483,-0.010541416,0.07006104,0.01070413,0.04710518,0.028485088,0.100659445,0.01604355,0.085257486,-0.07595153,-0.05423229,-0.006797072,0.027213834,0.052321505
-0.0032625943,-0.039687973,0.038792837,-0.05185212,-0.059167318,-0.08419856,0.04403069,0.009734344,-0.034396876,-0.014847496,0.023610814,0.07935159,0.112622544,0.07164974,-0.050019182,0.098982304,0.023044486,-0.073720925,0.005453946,0.105459414,0.024958987,0.11664483,-0.11479884,0.07719146,0.018041348,-0.05754802,0.009802821,0.06328128,0.042586133,0.024385892,0.0070527154,0.0072011417,-0.12597845,0.011995619,-0.17582205,0.056635033,-0.07675381,-0.22013329,0.07091983,-0.008234007,0.058663193,0.021879865,-0.05994376,-0.11432241,0.049331605,0.07793607,-0.10106814,0.07225713,0.11237832,0.053127903
-0.02279581,-0.100772865,-0.012136877,0.18699232,0.07710218,-0.00996037,0.0014809007,-0.009068773,0.05895765,0.018874737,0.03779183,0.0023873423,-0.022207374,-0.010412192,-0.054661218,-0.01779631,-0.05955772,-0.0061651883,0.020245513,-0.07034681,-0.15933587,0.021534018,-0.002681964,-0.03760733,0.08171341,-0.13899736,-0.1531104,-0.010981407,-0.019070642,0.043737493,0.10880899,-0.1441679,0.0024922015,-0.03743418,-0.029365838,-0.008962865,0.017989835,-0.12743045,0.02185871,-0.07624253,0.0046572327,-0.04784619,-0.016912138,0.017990388,0.063194446,0.03118585,0.014398259,-0.04655189,-0.0618557,-0.03482819
0.09062398,0.011513911,0.037711248,0.00015417315,-0.0023487986,-0.08954925,0.02141349,-0.087470256,-0.0065453425,-0.039576683,0.047565263,-0.012237986,-0.033923484,-0.06131811,-0.09191633,0.024077004,0.00818982,-0.0872845,0.017466614,0.0044624074,0.041269682,-0.05377139,-0.016726049,-0.0040881997,0.025427764,0.06126382,-0.026777899,-0.0214191,0.005164345,-0.07798587,-0.0014954167,-0.01862076,-0.16015822,-0.01590644,0.04067813,-0.2114252,0.026297873,0.056430943,0.037480187,-0.14149706,0.027423352,0.012179681,0.02159465,0.0042715697,-0.043644924,-0.11051609,-0.019729774,-0.018008208,-0.003093989,-0.038079746
0.105877124,0.022163367,0.020393698,0.018611567,-0.012065327,-0.039208543,-0.025483042,-0.046553995,-0.038174577,0.004351732,8.855008e-05,0.0007385521,0.026159892,0.083097674,0.094100036,0.14132282,0.05892956,-0.093892865,-0.1819245,0.07688277,0.031191437,-0.15220085,0.10751134,0.024102744,-0.07196442,0.030680023,-0.0562475,0.06558624,-0.06958859,0.03821447,0.15374738,0.01891475,0.046169393,-0.1465703,0.06433634,0.03582952,0.06461631,-0.15345216,-0.0055006198,0.16152754,-0.08214556,0.015221392,-0.05209983,-0.07668887,0.123832405,-0.039954297,-0.029741079,0.0033695349,-0.08071328,-0.039169677
-0.046415284,0.035039995,0.080481865,0.016461637,0.020800298,0.043919705,0.004636638,-0.15367958,-0.012340962,-0.22825593,0.027945062,-0.1562992,0.020461503,0.029367726,0.020045727,0.07984788,-0.040484406,0.018952558,0.07268742,0.03763008,0.027516846,-0.04037846,0.17110763,0.026456624,0.05052012,-0.016284754,-0.08061696,-0.08057695,-0.050823614,-0.08054442,-0.055052914,0.02995195,0.07701734,-0.06758339,-0.0560131,0.0046180873,-0.0127134975,0.06362582,0.010729722,-0.04301526,0.06584151,0.00019558935,-0.008314163,-0.15121686,-0.020381922,0.05461833,0.12818077,0.20513453,0.02955803,0.056653008
-0.032298055,-0.05390709,-0.068238415,-0.06442419,0.09175203,-0.08059923,0.0015637734,0.059185266,0.004867484,0.07031991,-0.1654294,0.045607775,-0.0046125213,0.0333654,-0.0033129535,-0.060116734,-0.10052339,-0.17059611,0.09537153,0.10820825,0.053987052,-0.036733646,0.0063988282,-0.089778714,0.044980142,0.17382406,0.049630973,-0.105859,0.036321606,-0.02485825,-0.0022529338,0.024961498,-0.03779379,-0.044457376,0.10579927,-0.0067838435,-0.04049617,0.08368665,-0.044581432,-0.07698626,-0.07929874,0.022054087,-0.065017946,-0.072780415,0.008978703,0.08636684,-0.029308293,-0.08135732,0.019673252,0.05509448
0.056441627,0.12329368,-0.01785539,0.016494397,-0.041082975,0.045488276,-0.1912158,-0.1657214,0.026534576,-0.0061659985,-0.017613016,-0.01423711,0.03519815,-0.018428829,-0.048011683,-0.123846866,0.08229573,-0.03296322,0.10423168,-0.09960829,0.040128194,0.0037670785,-0.00083318236,-0.018924817,0.026705261,-0.018050158,-0.06837282,-0.1269789,0.06752631,-0.09878148,-0.06722533,-0.035802837,-0.012240128,-0.014397029,0.085836396,-0.051870815,-0.0009341344,0.026439648,0.019435715,0.062419698,-0.103662275,0.06216034,-0.018319512,0.06491357,0.02428203,-0.16124395,-0.029645689,-0.058198497,0.06924511,0.12323507
-0.04908777,0.09809698,0.03756247,0.06539355,0.16681135,-0.14155798,0.04450136,0.2099699,-0.13142875,-0.12431947,-0.07498154,0.0293766,-0.20492697,-0.0049147494,0.05219638,-0.058935132,-0.053889275,-0.10049003,-0.027361844,0.0962777,0.14434609,-0.077833824,-0.06226905,0.048468333,-0.008356998,-0.04417129,-0.04226892,-0.033586744,0.112664044,0.08515473,-0.11618028,-0.066328466,-0.06984633,0.022938,-0.00496167,-0.06375928,0.019090882,-0.18279251,-0.073617265,0.0026370857,0.024808122,0.03160167,-0.18982494,-0.017482705,0.05870116,-0.10833987,-0.073971964,0.06282234,0.0012381247,0.073421575
0.05900479,-0.025911918,-0.067461245,0.05355765,-0.060474426,0.049405336,-0.24728438,0.081709065,0.048353758,0.045773827,-0.05302192,-0.00125632,-0.010944938,-0.14852454,0.09176488,0.04798432,0.10249373,0.010323346,-0.046114467,0.050654974,0.019367116,0.063982196,0.02780429,0.0052778237,0.12553315,-0.10727027,0.042530995,-0.042194374,-0.0137729505,-0.023611154,-0.008497631,-0.025344392,-0.121402286,-0.035081327,-0.0925326,0.0048375577,-0.036167458,0.041387357,0.014697971,0.044059936,-0.035248388,-0.030632924,-0.016549699,0.0958402,-0.02257914,-0.040089376,0.006926236,-0.027297318,0.09596708,-0.13806161
-0.05396122,-0.07973845,-0.043029193,-0.10028118,-0.016218964,0.07264112,-0.1915858,0.042772464,-0.067194715,0.09547882,-0.03283416,-0.03891214,0.073309205,0.12789012,-0.12394457,0.14110634,0.04876434,0.010627646,0.008353952,0.0524308,0.012235194,-0.17075782,-0.049788263,-0.0623823,-0.034259096,0.10955122,-0.048526827,-0.0668651,0.062985085,0.057781715,-0.06421192,-0.043229025,-0.021636164,0.07206974,0.057461,-0.03457418,-0.079923645,0.024432303,-0.065398075,-0.008451091,0.08507404,-0.01695446,0.011104692,-0.0100559415,-0.011182434,0.072559364,0.027972648,-0.05093375,-0.033848546,0.05203778
0.06387274,0.03125146,0.006836096,0.04345857,0.10392251,-0.060220003,0.06095575,-0.10853166,-0.07432616,-0.23851836,-0.049205914,-0.04370883,0.12728113,-0.0065160133,-0.13350041,-0.0886412,0.027706387,0.102478735,-0.0020250322,0.07518512,0.13927044,0.114284545,0.042310424,-0.08015091,0.010175191,0.09517758,0.0929851,0.068016306,0.018735925,-0.022772951,-0.012725513,0.14955312,-0.061251417,0.016265959,-0.066864096,0.03317927,-0.096922785,-0.011011583,0.0429784,0.011819624,-0.009280946,0.059253525,-0.041146,0.025040051,-0.05499477,0.071325764,-0.008402573,0.12852097,0.07850721,-0.1519578
0.0162799,-0.0842729,0.0022981234,-0.084429786,-0.10598963,0.093645394,0.011209366,-0.004478549,0.0016721741,0.0025032293,-0.13862418,-0.066377155,-0.09412661,0.030776823,-0.032244734,-0.08590811,-0.19194698,0.0031171185,-0.022266906,0.102650866,0.06390931,-0.023342032,-0.011620569,-0.019218504,0.04872105,0.070251554,-0.08007869,0.014375518,0.028364856,-0.049634006,0.062000155,0.1854579,-0.14185542,-0.10115758,-0.05099113,0.1026651,0.14551026,0.03811133,-0.098683394,0.14481752,0.062638745,0.05313127,-0.06510033,-0.011544872,-0.06902617,-0.056383643,0.04137506,-0.024687855,-0.0148719475,0.032820776
-0.09922469,0.016851945,-0.029422203,-0.033270422,-0.00091455376,-0.06459689,0.0005511129,0.020094251,0.06378821,0.09596937,0.06784918,-0.09691734,-0.04587384,-0.056056727,0.04840828,-0.033157464,0.055894718,-0.3060351,0.036766376,-0.047813054,0.007979455,0.012057031,0.0076507544,-0.08529688,-0.08083801,0.045593806,-0.073022336,-0.0011367162,-0.008094694,-0.031805746,-0.052668102,0.114528395,0.0037181058,-0.03024403,-0.11733997,0.19693369,0.10491275,0.011443687,-0.03435562,0.053395092,0.024496596,-0.0383247,0.077395804,-0.007272829,7.331777e-05,0.103656635,0.048291344,-0.13871083,-0.11041745,-0.028551305
