0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.021429062,0.04471881,-0.15496871,0.002743731,-0.052646678,-0.0018749236,0.017333642,0.10051259,-0.074024364,-0.010409439,-0.051828217,0.079304665,0.0444523,-0.06209942,-0.07452714,0.03308831,-0.053022385,0.060775325,-0.0018939457,0.03941637,-0.09516728,0.16209114,0.09531275,0.07801721,-0.084043786,-0.077255435,-0.021866616,-0.124383934,0.082109354,0.041297197,0.12727335,-0.050859615,0.04952207,0.13324976,-0.03247222,0.098047696,0.025072843,-0.07663596,0.12168446,0.034971423,-0.13495517,-0.041484606,-0.059769567,0.032244947,0.058372557,-0.17500748,0.04863564,-0.043398116,0.060788624,-0.07117288
0.0027308771,-0.106069624,0.017661415,0.071571186,-0.046386167,0.0983244,0.03910484,-0.13236816,-0.035897676,0.0115804225,-0.032576695,-0.13539839,0.11579573,-0.0024701883,-0.07203306,0.028996198,-0.04534937,0.002543524,-0.1260632,-0.08263426,0.13378885,-0.021620294,0.0688298,0.057241283,-0.059216432,0.1373397,-0.0663664,0.033208728,0.036958527,-0.08695509,0.02209112,-0.01259338,-0.0074403724,-0.019698994,0.026018806,-0.063625656,-0.077987306,0.006105655,-0.059216775,-0.16172203,0.06620914,0.07096972,0.004166695,0.072012104,0.08820707,0.10924509,-0.04267433,-0.06555231,-0.053841297,0.067311294
0.046541907,-0.03695206,0.13808002,-0.019600853,-0.110251546,0.12943502,0.0004425933,-0.114883944,-0.11066612,0.08234952,-0.13232441,-0.033040944,0.09144598,-0.09171672,0.02405269,-0.08321172,0.091785856,0.12461037,-0.050882846,-0.10330332,0.015536407,0.048951577,0.10812595,-0.007129708,0.057359677,0.1357729,0.058351994,-0.05884528,-0.045897555,-0.04167785,-0.00854887,0.0023478274,-0.011601126,-0.09041374,-0.009953321,-0.0808316,-0.09450393,0.010223439,-0.10951938,0.010811711,-0.098323464,0.0544787,-0.10227243,-0.116220295,-0.07948046,-0.030045541,0.0606249,-0.034442846,0.048449155,-0.07356573
-0.08563921,0.0578403,-0.058882028,0.007950015,0.06864398,-0.04055827,-0.057407353,0.056283887,-0.065923445,0.014613747,-0.016664421,-0.0053686057,-0.109577596,-0.049732015,-0.0698718,0.04991654,0.120844305,0.09149418,-0.040564485,0.022122942,-0.028051013,0.034822967,0.057903107,-0.027244253,0.07752039,-0.011841649,-0.028490769,0.041997228,0.0958122,0.07498043,0.05169089,0.011964325,-0.116857745,0.11449004,0.096472435,0.0046064756,-0.006126549,0.023355583,0.074355714,0.035793453,-0.091133945,-0.044024687,-0.037686024,0.027482742,-0.03951998,-0.048617292,-0.025920505,-0.05599644,-0.09706356,-0.05529894
0.07884117,-0.07356215,0.111243926,0.043738272,-0.0033373937,0.06897544,-0.038248364,-0.13009681,-0.019942392,-0.026011895,0.07793099,-0.13091004,0.08109826,0.06874322,-0.12069025,-0.009666334,-0.03175504,0.08744865,0.099979825,-0.13348612,-0.012960481,-0.065682635,-0.01110419,-0.012081311,0.031177975,0.06926691,0.082151696,-0.06400212,-0.007409312,-0.017032977,-0.013606955,0.05333708,-0.11508415,0.011689064,0.13958119,0.018521376,-0.059523426,0.057114564,0.036701392,-0.124178946,0.1541107,-0.022794452,-0.13312073,-0.12704849,0.09630445,0.06328917,-0.11671084,0.03521639,-0.05761076,-0.13794798
0.11814692,-0.09161064,0.15675789,-0.06424023,0.10459868,0.060684558,0.01471282,-0.11877576,-0.041380007,-0.09999761,-0.09794367,0.022746544,0.100696586,-0.09666997,-0.10893327,-0.0014275591,0.06327929,0.00013750613,-0.044367068,0.08437247,0.035546612,-0.06075426,-0.04310318,-0.08747613,0.11270325,0.034413204,0.12403309,0.091855794,-0.039154314,0.04378053,-0.07939226,0.0037280207,0.04417174,-0.05814337,0.10796317,-0.08686936,-0.16278686,0.03812296,0.051643413,-0.16655512,0.10145064,-0.09033241,-0.086957514,-0.031321265,0.09461012,-0.06386948,-0.11044958,0.056298167,0.016555315,0.023507964
-0.06571613,0.0626183,-0.18243739,-0.026706258,0.065932326,-0.08617692,0.07241584,-0.03228219,-0.03670632,-0.022633353,0.031804655,0.12860925,-0.045712277,-0.011564514,0.014727541,0.024419561,-0.007624538,0.08277401,-0.04452916,-0.03862559,0.027061539,0.0014759141,-0.115083046,-0.03423011,-0.116991766,-0.13647252,0.06119182,0.02258561,0.06134817,0.14098828,-0.052258357,-0.05598876,0.04721453,0.116842955,-0.024873314,0.0959826,0.11822867,-0.1142107,0.0061767064,0.16429716,-0.113965556,0.02014079,0.15255514,-0.009353546,0.074429244,0.046622075,0.061629333,-0.0665665,0.05345269,-0.073882066
-0.035119925,-0.02823884,0.034143522,-0.00670327,0.10767847,0.089805156,0.067225575,0.13360834,0.013039917,-0.011024268,0.034804106,0.10827327,-0.123975895,0.053291313,0.047044296,-0.00897777,0.061866563,0.002978628,0.11345043,0.045542493,-0.039077085,0.11697956,-0.11505472,0.122410506,-0.12542512,-0.095971346,0.11628304,-0.007865525,0.06190238,-0.05747413,0.08349463,-0.0036463044,0.07286061,0.07689065,0.035404284,0.15573557,0.07733132,-0.10165187,0.14051165,-0.05052665,-0.023154492,0.09764208,-0.08593425,-0.06986162,-0.078045905,0.02495076,-0.10108694,-0.057939753,-0.096167356,-0.030358687
0.0625373,-0.042187374,0.017358804,-0.1045276,0.0025663585,0.021384852,-0.14804433,-0.12394909,-0.019616323,-0.15443598,-0.14924915,-0.04658565,0.11302817,-0.08852929,-0.08070518,-0.08613495,-0.12162409,-0.05110841,-0.09858036,0.03221897,0.10881669,-0.10903582,0.08856341,-0.030594157,-0.022246558,-0.064734675,-0.049990367,0.025968635,-0.08181262,-0.048762795,0.035855968,0.054367498,-0.016599301,-0.011083286,0.08208098,-0.05948305,0.14145403,0.0026612952,-0.18080372,0.0032228183,0.028481316,0.0045982385,0.0054082614,0.040747102,-0.027221136,0.03265165,0.020882238,0.026930338,0.049948867,-0.056532275
-0.095622,-0.04824577,-0.04864268,0.04272672,0.017850578,-0.09641723,0.09290278,0.024269931,-0.043925636,0.14335307,0.053845424,-0.00076733145,-0.14812434,0.056809414,0.08699689,-0.046118803,0.065233275,-0.060405146,0.11077006,-0.10006628,-0.05520864,0.106596015,-0.0428899,-0.0069788597,-0.08262715,-0.015119096,-0.1107977,0.045412906,0.10648159,0.088081695,-0.020257816,-0.042552825,-0.06618886,0.0709796,-0.07835443,-0.056913253,-0.027706644,0.018611776,0.0513153,-0.018093428,-0.08208093,-0.025946414,-0.06691445,-0.092048444,0.06314971,-0.04104692,0.054806817,0.007894572,-0.07075637,0.10286397
