0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0.066894986,0.05854561,0.008195321,-0.019100966,0.03657767,-0.03485351,-0.0225216,0.07142745,0.017865723,-0.06037389,-0.003206026,-0.034509655,0.12479446,-0.06189874,0.06549295,0.08110895,-0.021629406,-0.0107825445,0.02582194,0.053281907,0.018326353,0.045407437,-0.093739584,0.039242197,0.009361418,0.01147437,0.03705602,0.06119183,-0.019075451,-0.018417588,0.031255525,0.011645845,-0.021175167,-0.032903522,0.014743421,0.0974094,-0.008657158,-0.09286397,0.041525234,0.13316852,0.03642153,0.026467234,0.042327248,0.007854378,-0.0025465128,-0.00042214774,-0.03195222,-0.01646751,0.01952571,-0.006770778,0.012435698,0.0055221366,0.00011210045,0.002672921,-0.011269728,-0.029689236,-0.01246025,-0.05509096,-0.030632902,0.06852238,-0.117883876,0.12058189,0.024282843,0.073518895,-0.03237038,0.017105829,0.14926824,0.1397363,0.097811185,-0.05352257,-0.00038877447,-0.04835029,-0.0047989246,-0.032223098,0.043698873,-0.052909765,-0.0034829064,0.051989943,0.054153632,-0.07300687,0.051910937,0.03489024,0.0006640998,0.08916498,0.04303785,-0.08415393,-0.01317902,-0.029783614,0.012198019,-0.0125254905,0.005405966,0.058625806,0.010689988,0.04519207,-0.03387674,-0.07413492,0.10662457,0.026825435,0.013223686,0.011039389,-0.021829173,-0.03556643,-0.070360914,0.118677154,-0.055530004,-0.03402449,0.0413072,-0.081307255,0.06318356,0.031874396,-0.03131041,0.043192185,0.20923169,0.027741404,0.0062452573,-0.07252937,-0.028167646,0.029409403,-0.044932272,0.032855954,0.03583829,0.033357635,0.002171428,-0.03527285,-0.0057902797,0.015278875,-0.046920568,-0.058026124,-0.053295527,0.0057423916,0.16275553,0.0028315266,-0.03141389,0.077045925,-0.012952469,0.029357484,-0.0073662074,0.05003874,0.04859808,-0.23027904,0.023446353,0.0006365042,0.015971344,0.14065836,0.0563014,0.015341391,-0.16302684,0.047143627,0.036647025,-0.09964949
-0.019184116,0.10117743,-0.037613742,0.027964275,-0.040160015,-0.05439587,-0.12360064,0.04041303,-0.037974946,-0.013236401,-0.053155445,0.005328983,-0.037404038,0.016487757,0.06387028,-0.07996278,0.011852974,0.0477979,-0.011426557,-0.013056825,0.0133651355,0.07809305,0.011495946,-0.17489734,0.01780537,-0.010667649,-0.01965222,-0.06547845,0.0068427185,-0.0058109798,-0.042310774,0.026304098,0.046041436,-0.023323007,0.01872153,-0.014261384,0.089914195,-0.0320715,0.0052585,-0.032789845,0.011574387,-0.046139564,0.07476288,-0.049920063,-0.054305363,0.04068981,-0.003794533,0.015958667,0.07460096,0.030603388,-0.06345279,0.000781114,-0.014330293,-0.03228201,0.06243333,0.083900474,0.0119255725,0.018406646,-0.07834698,0.036132388,-0.006340014,-0.028845968,-0.026729584,0.105302356,0.014806621,-0.020384962,0.03357314,0.036973767,-0.044197552,-0.0329876,-0.07487009,0.00067675026,-0.003307101,-0.0022422946,0.011573133,0.007340309,-0.060177077,0.053235024,-0.051882,0.00018788365,-0.09152107,0.033800267,-0.09485699,0.01832792,-0.12387528,0.0069138054,-0.05412449,-0.12885469,0.04728354,0.030531714,-0.032138027,0.034558535,-0.053723283,-0.060320802,0.007825284,-0.073774785,-0.00019101742,0.056865368,0.025941398,-0.13835686,-0.06575046,-0.03462467,0.050215423,0.051978968,0.06800891,-0.028575916,-0.027654126,0.054343462,0.019599972,-0.11077703,-0.060758963,-0.07047541,-0.0016900662,-0.16982473,-0.043175872,-0.2502307,-0.015724355,-0.09140883,0.05725241,-0.031667616,0.010378281,-0.078335255,0.0730367,0.008802513,-0.0020700996,0.0022783636,0.037331633,-0.0048128013,0.072262526,-0.06743961,0.05898944,0.07607012,-0.046174258,0.019452391,0.0017003496,-0.05406877,-0.024005668,0.004333507,0.038182233,-0.12643449,0.03922728,-0.028909858,0.0038579565,0.063260995,-0.103548825,-0.02783248,-0.333175,0.021539127,-0.0036079364,0.01420063
-0.0031413622,0.06154846,0.11418096,-0.024872093,0.05532579,-0.09310846,-0.15170768,0.060991384,-0.10696488,0.023244122,0.032371998,-0.039277446,0.016328493,-0.00027320674,0.07222407,0.02982742,-0.076303914,0.046861492,0.023746857,0.0080986675,0.02029696,0.058136012,-0.085036546,0.053282537,-0.033850193,-0.03657118,-0.040592164,0.0926794,-0.09027779,-0.017817175,0.04346469,0.07415946,-0.09571884,-0.002574104,-0.025940279,0.0029198774,0.045803614,0.0648176,0.015304203,-0.022751752,-0.013164349,-0.070753515,-0.016093351,-0.043883096,0.034519143,-0.025280116,-0.023281882,-0.03913415,-0.009618945,-0.057511646,0.038360517,0.04753182,0.016658928,0.006338281,-0.058361944,-0.046220746,-0.011950167,-0.057392836,-0.023200113,0.047534045,-0.013948085,0.085940436,-0.016996419,0.02076488,0.0010754347,-0.012234056,0.01577648,0.023256684,-0.029657353,-0.039618794,-0.046858426,-0.019098233,-0.011119111,-0.06294213,-0.05322911,-0.010156782,0.0238737,-0.012329832,-0.02048362,0.004019013,0.032615233,-0.009647209,-0.020757122,-0.033146214,-0.114689685,-0.0461116,0.033282604,0.033837263,-0.045761395,-0.031053964,-0.03584191,0.082415886,-0.07821,-0.057201724,-0.06171454,0.00014724693,-0.05505378,-0.07060472,-0.028348548,-0.026752226,-0.03301578,-0.02152393,-0.058730975,0.037992954,-0.0055663357,-0.083355516,0.042968158,0.07351729,0.003156457,0.004594616,-0.07249434,-0.029656867,0.08205066,0.08012071,0.06288527,-0.0044623613,0.040833745,0.029948127,0.024752723,0.058658455,-0.020960392,0.01689353,-0.058256436,0.022021385,0.033346903,-0.039944626,0.024587996,-0.07264034,0.005479249,0.068063244,0.04209419,-0.054698512,-0.003258497,-0.024102338,0.06101984,0.04840193,-0.029600924,-0.03180898,0.03215558,0.058266733,-0.009617963,0.033993814,-0.032517064,0.14220525,-0.095434226,0.035309605,-0.12794359,-0.12786718,-0.020616928,-0.06733874
0.04844298,0.046739828,-0.011039865,-0.008335483,-0.019059287,-0.008743517,-0.23517421,-0.055555314,-0.083756216,-0.04232752,-0.06228517,-0.07860669,-0.010510399,-0.10372484,0.02544651,-0.0295458,-0.013377492,-0.055059925,-0.018525707,0.031928238,0.0380144,0.052502383,-0.11381116,-0.1142525,-0.00749491,-0.06183533,-0.14010711,-0.113580056,0.0009413483,-0.005411157,-0.13233556,0.09483838,-0.030049082,0.009957243,-0.0210994,-0.052355383,0.020744974,-0.11840168,-0.0074759643,-0.059981517,6.905846e-05,-0.019217297,-0.017496323,-0.09481723,-0.079222485,0.022361439,-0.057061207,-0.038224425,-0.001043119,-0.060366716,-0.04256291,-0.09829071,0.020565908,-0.014651639,-0.03984477,-0.059349738,0.022442687,0.038474288,-0.077952474,-0.16334751,0.01077111,-0.035600435,-0.04550836,0.016203605,-0.06182509,-0.0056805923,-0.11950667,-0.0034473364,-0.023289759,-0.097849794,-0.13681495,0.0010451258,-0.0135456575,-0.012791247,-0.03897276,0.03265872,-0.10092943,0.018357081,-0.044393647,0.04705697,-0.06501231,0.02121487,0.030516598,-0.048134483,0.022967637,-0.11438119,-0.013536111,-0.045985185,-0.02961066,0.047624663,-0.016098881,-0.06810045,-0.01430173,-0.08726579,-0.07959939,-0.106569424,-0.048578765,-0.013927652,-0.13422552,-0.06561625,-0.049341418,-0.20856954,-0.0125567345,-0.07255341,-0.052851785,-0.15047684,-0.008352264,0.0502925,0.0040205037,-0.09990742,-0.03502764,-0.021730972,-0.03616147,-0.20135683,-0.02388987,-0.3833722,-0.046864692,-0.06238569,-0.008294026,-0.05668443,0.0141583225,0.031240035,-0.09134528,-0.04215033,0.13410786,-0.13577561,-0.06748552,-0.022467624,-0.043323923,0.011716543,-0.029414311,0.01989559,-0.040966433,-0.045397293,-0.07023782,-0.021928333,-0.048913755,-0.028962348,0.01630921,-0.0063515725,-0.03254142,-0.09141176,0.022397768,0.061964426,-0.15630232,-0.031480286,-0.24693997,0.010203824,0.004444357,-0.04667141
-0.028930945,0.0018583357,0.08221858,0.06591707,0.014263314,0.050924465,0.13634078,-0.026532985,0.074115574,0.009681983,-0.022760518,0.1348496,-0.029082606,-0.020176133,-0.033998482,0.00044576242,0.10579413,-0.0152596105,0.047475055,0.0277398,-0.009926717,0.043842666,0.033063687,0.028772062,0.0062286886,-0.029587109,-0.013341482,-0.00844194,-0.011942217,-0.04344262,0.034337915,0.008190501,0.002890096,-0.013929172,-0.0019751375,0.036050376,0.0034351656,0.05847571,-0.0029183014,-0.12077879,0.005606728,-0.010405101,-0.0968521,0.06614317,-0.03516453,0.039830398,0.06406233,0.105041884,-0.025921132,-0.060002316,0.034650084,-0.009131032,-0.04834774,-0.021080991,0.006954898,0.07694641,-0.025587423,0.052892026,0.025526764,-0.02494558,-0.03921509,-0.052264005,0.08228028,-0.089425944,0.054374594,-0.01668911,0.023489913,-0.031750463,0.004760262,0.072331175,-0.0011175344,-0.014419278,0.07509599,0.079026215,-0.041748405,0.05010888,0.06272537,-0.018493034,0.055468325,-0.02313909,-0.019548764,0.0048749032,0.11040639,-0.018927576,0.093254924,0.055054016,-0.018972026,-0.017409444,0.006879117,0.023696307,0.035190858,0.018889753,0.028122492,0.0298843,0.018150529,0.009293948,-0.021202374,0.031854223,0.030163847,0.08039918,0.0456786,0.039870452,0.057735633,0.08195997,0.011126396,0.09127923,-0.02031859,0.02859627,0.06214629,0.013011426,0.039081603,-0.022092048,0.038988106,-0.00783841,-0.00738359,-7.569918e-06,0.017315093,0.028979342,0.020004148,-0.03129274,0.032120917,-0.029613731,0.05202852,0.038525674,-0.016657624,0.03858582,0.13991956,0.14591542,-0.04676884,-0.029215101,-0.052090425,-0.021182505,0.0009829235,0.038134374,-0.029162006,-0.042426705,0.01518037,0.026050169,-0.06567616,-0.06324917,0.048863396,0.09001472,0.06477425,-0.066280775,0.11969214,0.103621595,0.052506246,0.06774621,0.016115662,-0.02907996
-0.02228373,-0.081743866,0.07032068,-0.0711605,0.016529866,-0.14204533,-0.13110821,-0.0029216062,-0.15008663,0.024205722,0.0006495073,-0.035352282,0.081905216,0.0032551687,0.04004445,-0.05530787,0.00048059714,0.0016103411,0.041214295,0.042158756,-0.0038611246,-0.0124371005,-0.059947222,-0.044782832,-0.025329057,0.02032613,-0.09308317,-0.01935861,0.018567512,-0.055506088,0.06294707,0.032273788,-0.058375932,0.08783608,-0.02016937,-0.06267733,-0.019267824,-0.07430548,-0.01825341,0.045516282,0.008767383,-0.05646787,0.025280356,-0.018247603,-0.123195685,0.009760854,-0.07036848,-0.059149884,0.057976495,0.05187524,-0.12653644,-0.02291921,0.09634286,-0.13492057,-0.07700471,-0.041845676,0.00013399032,0.04193833,0.0035129453,-0.059332736,0.0005704277,-0.019111201,-0.08373493,0.04892686,-0.09918066,-0.015557129,0.06371871,-0.022103371,-0.04134765,-0.023700373,-0.23919116,-0.11256659,-0.03437709,-0.017396176,-0.012239359,-0.12065181,-0.039064623,-0.08731108,0.06009891,-0.0071694045,-0.0100908885,-0.015194598,-0.112959936,-0.05871999,-0.09616594,-0.029305406,-0.024320463,-0.04341734,-0.06179628,-0.03186429,-0.0073513445,0.059891257,-0.07165114,-0.09109943,0.0037089037,-0.07105937,-0.0007185839,-0.026935168,-0.12230906,-0.01396338,0.019267043,-0.1508801,-0.007714381,-0.054707542,-0.025494322,-0.18356843,0.01676175,0.09135404,-0.04235376,-0.072793044,-0.013711918,-0.0687567,0.008816299,-0.016139131,0.052799914,-0.16201442,-0.008315782,-0.04392615,-0.1170792,-0.0052330173,0.02458291,-0.05010371,-0.07664408,-0.031886082,0.092989326,-0.10999699,0.05899537,-0.06990825,-0.004227471,-0.050202046,0.06521329,-0.013588814,-0.09036624,-0.06904621,0.0017708637,0.0016685526,0.017917015,0.03684789,-0.008118512,-0.060355965,-0.04573097,-0.031983197,0.042567458,0.1259405,-0.12554766,-0.10094277,-0.44686556,-0.13298158,-0.097150244,-0.12755857
0.11577169,-0.15921693,-0.10330155,0.05809848,-0.10195987,0.16633925,0.24086155,0.035531443,0.041830532,-0.07044017,-0.023569595,0.08859148,-0.011517431,-0.21809906,-0.12616485,0.15177724,-0.032027382,0.003081463,0.06444204,-0.1286899,0.037777822,-0.06590725,0.043798864,0.5837927,-0.048189867,0.018750168,0.080851816,0.2117869,-0.08054095,-0.12205965,-0.20104364,-0.18837191,-0.010567525,-0.07511164,0.02096104,-0.00894602,-0.14915721,0.0142818075,-0.08298899,-0.033375725,-0.085655,-0.22121672,-0.06221874,-0.05352705,0.3555214,-0.08364153,0.04823573,-0.09899554,-0.25725636,-0.15590408,-0.08310469,0.23411176,0.06450648,0.15997182,-0.08095879,-0.12700637,-0.076268494,-0.020803288,0.09052655,0.13986458,-0.15862727,0.061401807,0.12337677,-0.25404897,0.026982585,0.111468524,-0.26632196,-0.06083332,0.023514701,0.07256529,0.23468664,-0.21982759,0.034262106,0.010038681,-0.06095313,0.0027867944,0.270939,-0.01101213,-0.07490802,-0.145949,-0.021781078,-0.1767796,0.12163063,-0.034128357,0.231626,0.077408895,-0.034732673,0.00016050195,-0.09809416,-0.2518949,0.039980236,0.08222572,-0.028449858,0.05141154,-0.16699874,0.024150807,-0.10774002,0.012487809,0.25320125,0.33233073,0.008239684,0.25524974,0.08313413,0.07872447,-0.0055804034,0.37230334,-0.058221266,-0.23256142,-0.16109061,0.044732045,-0.10021607,0.09510219,0.018200329,0.5070544,-0.049899243,0.6543349,-0.033177428,0.37451285,-0.0044418112,-0.11247073,-0.03860799,-0.0015452702,0.08670432,-0.07675532,-0.11822445,-0.06848788,-0.11484138,-0.04670787,-0.012323046,0.09050004,-0.24916953,-0.16985336,0.06871593,-0.03876672,-0.1111722,-0.13138852,-0.09204986,-0.09258813,-0.2621616,0.5776137,-0.02861641,-0.082485616,-0.045623638,-0.03900877,-0.020237211,-0.070640914,0.8791494,0.1374993,-0.009083582,0.34929082
-0.067887045,-0.022127228,0.03908304,0.015941143,0.002941707,0.04706883,-0.022675956,-0.008846549,0.034094706,0.017199045,-0.13439615,-0.009249714,-0.00043684087,0.041048583,-0.007883356,0.021707727,-0.054254718,0.017482584,0.1232034,-0.046529554,-0.04314722,0.09093662,-0.055056665,-0.11847381,-0.042007778,-0.16036594,-0.06016665,-0.043713413,-0.09456311,-0.10595017,0.030280288,-0.04199074,-0.12952787,-0.0027212244,-0.012154282,0.008520273,-0.025164789,0.015035262,0.02961709,-0.02731984,-0.021106467,-0.032260418,0.053723086,-0.09116793,-0.059616793,-0.043950304,-0.00039958037,0.005429488,0.07073345,0.026450166,-0.009215902,0.032147583,0.027494563,-0.04871734,-0.060997218,0.048234865,0.10576333,0.08107584,-0.020757193,-0.07199613,-0.014219242,0.01929441,-0.09590265,0.11055008,-0.07482445,0.029012807,-0.11555059,0.025444407,-0.044064566,-0.031196252,-0.13623473,-0.07708751,0.0133648105,-0.020152476,-0.037371565,0.010870062,-0.06286522,-0.09578105,-0.0120902825,6.2192434e-05,-0.0986476,0.098415524,-0.06142371,-0.02951205,0.04002267,-0.039471086,0.039480902,-0.09026139,0.0011656937,-0.06551957,0.044869006,0.05057308,-0.025559945,0.04180393,-0.01604973,-0.037972644,-0.06953197,-0.0027266874,-0.08830213,-0.023526762,-0.042188346,-0.04806394,0.0006091496,-0.03053926,0.013267271,-0.15713044,0.09030804,0.11469526,-0.055677384,0.0124166375,-0.03566716,0.013703789,-0.05508853,-0.13946679,0.04637479,-0.1132484,-0.09669207,-0.017621668,-0.092008576,-0.06902515,-0.030488625,-0.04808472,-0.03278617,-0.036720578,0.13374342,-0.061022937,-0.09319917,0.030920425,0.01805776,-0.10136501,0.043027613,-0.05281904,-0.102093786,-0.06959262,-0.031809773,-0.032626033,-0.022503782,-0.0863317,0.008231469,-0.07952091,0.050523963,-0.012632087,-0.024616132,0.25322473,-0.09407779,-0.043886144,-0.119213454,-0.06231802,-0.06445715,-0.010236607
-0.0043653185,0.026711877,0.09287031,-0.05417533,-0.020905165,-0.18068154,-0.19931564,0.012288885,0.056528077,0.0006137731,-0.0013784481,-0.0739925,0.03027899,0.052126374,-0.008102979,-0.07433982,0.02781791,-0.003723093,0.008084641,0.03191826,-0.044154186,0.07257419,-0.14222166,-0.35693622,0.008355337,0.053330828,0.052084815,-0.17609654,-0.086310804,-0.03629669,0.0423115,0.04376313,-0.021545064,0.046702936,-0.032639895,-0.016882477,0.0043495637,0.002724419,-0.05342713,0.14471376,0.04826483,0.064249426,-0.044257507,-0.09639895,-0.10982734,-0.016755192,-0.028736632,0.0031460251,0.24606729,-0.048532274,-0.0051114648,-0.12477813,0.033732343,-0.052367244,-0.0065743616,0.000664488,0.024873184,0.0009412356,-0.21322352,-0.0850458,0.1492668,0.038815945,-0.087547556,0.19162633,-0.09594419,-0.064618506,0.104423456,0.045550253,0.038651332,-0.08387313,-0.11290879,-0.030866697,-0.017983727,-0.0036138229,0.009305891,0.03033088,-0.048689913,-0.016314974,-0.016147403,-0.05408124,-0.008530664,0.05797672,-0.06514065,-0.042199515,-0.062883355,-0.09732847,-0.038044143,-0.033342,0.114288636,0.014888969,0.018459199,0.05427212,0.059736565,-0.05088147,0.063000776,-0.06400252,0.065873,-0.10646541,-0.0073988615,-0.20037715,-0.013033529,-0.2724425,-0.015003397,0.029779036,0.040081702,-0.20761986,0.07392314,0.16215113,-0.028054405,-0.07801602,0.0055373693,-0.036170125,0.007082615,-0.17255482,0.0137649,-0.4389852,-0.09448313,-0.13721602,0.0021427872,0.0011175266,0.041020058,-0.02813774,-0.07280379,0.027690401,0.16868506,0.10805953,-0.0011503211,-0.12859133,0.06942538,-0.024797479,0.15202326,0.024731956,-0.0844228,0.032793414,0.017969443,0.11523079,-0.07004077,0.083706416,0.053812962,-0.32676288,-0.0487492,-0.037452914,-0.06575282,0.10741116,-0.115628906,-0.01485694,-0.31163895,-0.2828299,0.043042645,-0.08583878
-0.077721894,0.014221366,-0.10188617,-0.08348013,0.009006871,0.02295006,-0.22041893,-0.05631146,-0.043313768,-0.07304414,-0.043126002,-0.022913853,0.034741182,0.026159756,-0.055589095,-0.07126527,-0.031827826,-0.08368121,-0.027923303,-0.0019257233,0.001344828,0.01079276,-0.01233371,-0.0059501426,0.006977144,-0.092989184,-0.013589437,-0.057099853,-0.08783628,-0.08265449,-0.05005078,0.012506739,-0.007921377,-0.010588763,0.03157782,-0.057931203,0.046414137,-0.042166192,-0.095858715,-0.025339998,0.009579093,0.06203105,-0.08356879,0.0006943231,-0.07107784,-0.030158274,0.039885297,0.0067072813,0.07801122,-0.031762816,-0.07945043,-0.02877602,-0.11648363,-0.05484179,0.036946356,-0.046247803,-0.101766,0.0050866576,-0.020231744,-0.20800748,-0.0074662203,-0.03205321,-0.022829885,-0.01231443,0.01081177,-0.023424676,0.07217146,-0.00697104,-0.06593384,-0.020342665,0.010905032,-0.03687067,-0.011033578,0.0018790093,-0.053615972,-0.02627143,-0.0988611,0.09823536,-0.09871085,0.016105562,0.017148986,-0.0062228576,-0.03969692,-0.03163977,0.03825137,-0.012731999,-0.12515736,0.025127688,0.018000755,-0.016113853,-0.04421834,-0.07558285,-0.007900432,0.02964778,0.002260509,0.056749098,0.011086186,-0.082468584,0.008591737,-0.01866147,0.040479247,-0.07272094,0.005412354,-0.13249844,-0.09506493,0.04235733,-0.06524109,-0.044321913,-0.052726917,-0.11302379,0.0036533352,-0.024613466,-0.059212994,-0.043097924,-0.10563804,-0.06547407,-0.01635902,0.04570399,-0.08175352,-0.064786166,-0.026681433,-0.06515498,-0.052874953,-0.13961099,0.024620954,-0.009970614,-0.0081102885,-0.07640569,0.01292142,0.0009000435,-0.07303494,0.047897004,-0.093287885,-0.08545196,0.019865116,-0.0055349763,-0.02029076,-0.04696603,-0.10070741,0.25321758,-0.038250413,-0.06785189,-0.046514336,0.019855382,-0.08904828,-0.03464063,-0.06999725,0.0548643,-0.061777327,0.054705136
